Cod_setor,Populacao
355030830000042,1443
355030830000043,286
355030830000044,891
355030830000045,1055
355030830000046,859
355030830000047,908
355030830000048,646
355030830000049,1287
355030830000050,493
355030830000051,511
355030830000052,793
355030830000053,429
355030830000054,193
355030830000055,806
355030830000056,649
355030830000057,1023
355030830000058,1045
355030830000059,578
355030830000060,610
355030830000061,822
355030830000062,478
355030830000063,983
355030830000064,848
355030830000065,766
355030830000066,476
355030830000067,373
355030830000068,1297
355030830000069,725
355030830000070,1221
355030830000071,991
355030830000072,669
355030830000073,2611
355030830000074,3252
355030830000075,671
355030830000076,936
355030830000077,1078
355030830000078,1008
355030830000079,597
355030830000080,246
355030830000081,811
355030830000082,972
355030830000083,598
355030830000084,857
355030830000085,1064
355030830000086,314
355030830000087,725
355030830000088,1256
355030830000089,934
355030830000090,1215
355030830000091,892
355030830000092,422
355030830000093,806
355030830000094,441
355030830000095,456
355030830000096,612
355030830000097,724
355030830000098,1328
355030830000099,759
355030830000100,436
355030830000101,388
355030830000102,826
355030830000103,508
355030830000104,894
355030830000105,956
355030830000106,948
355030830000107,744
355030830000108,977
355030830000109,1401
355030830000110,607
355030830000111,751
355030830000112,666
355030830000113,654
355030830000114,987
355030830000115,1071
355030830000116,1026
355030830000117,967
355030830000118,1100
355030830000119,1321
355030830000120,867
355030830000121,1008
355030830000122,926
355030830000123,942
355030830000124,790
355030830000125,346
355030830000126,958
355030830000127,1455
355030830000128,667
355030830000129,711
355030830000130,453
355030830000131,762
355030830000132,1079
355030830000133,389
355030830000134,872
355030830000135,1065
355030830000136,828
355030830000137,160
355030830000138,945
355030830000139,167
355030830000140,642
355030830000141,1219
355030830000142,1130
355030830000143,857
355030830000144,1508
355030830000145,1037
355030830000146,1256
355030830000147,852
355030830000148,989
355030830000149,880
355030830000150,706
355030830000151,844
355030830000152,1069
355030830000153,620
355030830000154,875
355030830000155,814
355030830000156,889
355030830000157,910
355030830000158,845
355030830000159,1047
355030830000160,45
355030830000161,282
355030830000162,704
355030830000163,1301
355030830000164,289
355030830000165,517
355030830000166,693
355030830000167,820
355030830000168,544
355030830000169,673
355030830000170,628
355030830000171,971
355030830000172,816
355030830000173,614
355030830000174,1108
355030830000175,988
355030830000176,741
355030830000177,539
355030830000178,514
355030830000179,1204
355030830000180,480
355030830000181,945
355030830000182,1263
355030830000183,473
355030830000184,1058
355030830000185,239
355030830000186,1015
355030830000187,1257
355030830000188,1152
355030830000189,437
355030830000190,682
355030830000191,931
355030830000192,680
355030830000193,1595
355030830000194,1396
355030830000195,1708
355030830000196,1043
355030830000197,831
355030830000198,1424
355030830000199,1049
355030830000200,1033
355030830000201,719
355030830000202,594
355030830000203,858
355030830000204,1162
355030830000205,867
355030830000206,1371
355030830000207,454
355030830000208,793
355030830000209,438
355030830000210,936
355030830000211,1024
355030830000212,891
355030830000213,935
355030830000214,913
355030830000215,766
355030830000216,869
355030830000217,1013
355030830000218,260
355030830000219,755
355030830000220,336
355030830000221,635
355030830000222,758
355030830000223,399
355030830000224,361
355030830000225,962
355030830000226,648
355030830000227,121
355030830000228,1118
355030830000229,537
355030830000230,631
355030830000231,1051
355030830000232,781
355030830000233,1058
355030830000234,274
355030830000235,715
355030830000236,1089
355030830000237,917
355030830000238,1112
355030830000239,786
355030830000240,871
355030830000241,863
355030830000242,1326
355030830000243,1210
355030830000244,1559
355030830000245,705
355030830000246,910
355030830000247,1574
355030830000248,709
355030830000249,730
355030830000250,999
355030830000251,524
355030830000252,134
355030830000253,601
355030830000254,950
355030830000255,750
355030830000256,824
355030830000257,293
355030830000258,183
355030830000259,811
355030830000260,597
355030830000261,495
355030830000262,760
355030830000263,692
355030830000264,786
355030830000265,199
355030830000266,754
355030830000267,602
355030830000268,1475
355030830000269,714
355030830000270,974
355030830000271,786
355030830000272,734
355030830000273,380
355030830000274,1080
355030830000275,590
355030830000276,1436
355030830000277,1072
355030830000278,567
355030830000279,961
355030830000280,91
355030830000281,1334
355030830000282,763
355030830000283,408
355030830000284,730
355030830000285,740
355030830000286,378
355030830000287,840
355030830000288,1006
355030830000289,678
355030830000290,1131
355030830000291,715
355030830000292,617
355030830000293,1280
355030830000294,564
355030830000295,479
355030830000296,736
355030830000297,1287
355030830000298,766
355030830000299,705
355030830000300,1084
355030830000301,301
355030830000302,762
355030830000303,1229
355030830000304,762
355030830000305,1273
355030830000306,18
355030830000307,730
355030830000308,1557
355030830000309,117
355030830000310,450
355030830000311,2007
355030830000312,1129
355030830000313,166
355030830000314,1267
355030830000315,540
355030830000316,613
355030830000317,1253
355030830000318,475
355030830000319,2089
355030830000320,418
355030830000321,821
355030830000322,412
355030830000323,631
355030830000324,1220
355030830000325,1107
355030830000326,220
355030830000327,662
355030830000329,1147
355030830000330,874
355030830000331,1162
355030830000332,1315
355030830000333,754
355030830000334,788
355030830000335,50
355030830000336,189
355030830000337,137
355030830000338,5
355030830000339,645
355030830000340,807
355030830000341,634
355030830000342,899
355030830000343,427
355030830000344,674
355030830000345,945
355030830000346,380
355030830000347,496
355030830000348,603
355030830000349,773
355030830000350,862
355030830000351,243
355030830000352,218
355030830000353,1095
355030830000354,238
355030830000355,151
355030830000356,726
355030830000357,492
355030830000358,410
355030830000359,131
355030830000360,454
355030830000361,355
355030830000362,503
355030830000363,480
355030830000364,870
355030830000365,876
355030830000366,302
355030830000367,1188
355030830000368,473
355030830000369,621
355030830000370,1339
355030830000371,632
355030830000372,764
355030830000373,500
355030830000374,763
355030830000375,180
355030830000376,238
355030830000377,1152
355030830000378,390
355030830000379,1460
355030830000380,29
355030830000381,414
355030830000382,255
355030830000383,7
355030830000384,567
355030830000385,622
355030830000386,1115
355030830000387,612
355030830000388,851
355030830000389,733
355030830000390,754
355030830000391,634
355030830000392,332
355030830000393,1463
355030830000394,78
355030830000395,632
355030830000396,414
355030830000397,721
355030830000398,774
355030830000399,418
355030830000400,685
355030830000401,314
355030830000402,790
355030830000403,1141
355030830000404,456
355030830000405,337
355030830000406,922
355030830000407,656
355030830000408,334
355030830000409,594
355030830000410,473
355030830000411,676
355030830000412,237
355030830000413,710
355030830000414,479
355030830000415,443
355030830000416,810
355030830000417,566
355030830000418,969
355030830000419,543
355030830000420,768
355030830000421,84
355030830000422,541
355030830000423,737
355030830000424,256
355030830000425,776
355030830000426,571
355030830000427,83
355030830000430,212
355030830000431,472
355030830000432,50
355030830000434,256
355030830000435,192
355030830000436,78
355030830000437,265
355030830000438,570
355030830000439,59
355030830000441,599
355030830000442,803
355030830000443,139
355030830000445,7
355030830000446,51
355030830000448,505
355030830000450,33
355030830000451,3192
355030830000452,130
355030830000453,41
355030830000454,263
355030830000455,232
355030830000456,124
355030830000458,24
